px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
4.65038	-9.66444	-2.87569	-1.97823	-1.03839	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0.0386725
4.7165	-9.52124	-2.90657	-2.02523	-1.00361	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0.0595156
4.80767	-9.37547	-2.95219	-2.09496	-1.02726	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0.0341179
4.85026	-9.21877	-3.06333	-2.04238	-0.702442	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	1.35033
4.93889	-9.06319	-3.10179	-2.08602	-0.710239	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	0.0325854
5.06368	-8.94853	-2.95381	-2.22491	-1.02179	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688	1.55194
5.15361	-8.83296	-2.904	-2.27248	-1.00801	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688	0.0295925
5.2144	-8.70052	-2.89404	-2.22414	-0.683078	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014	1.25229
5.32655	-8.56677	-2.94914	-2.26654	-0.68889	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013	0.0393017
5.41274	-8.43636	-2.95554	-2.25928	-0.54688	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049	0.313256
5.49229	-8.33355	-2.84636	-2.28028	-0.534957	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205	0.131153
5.54381	-8.20277	-2.90035	-2.17159	-0.0643838	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484	3.50843
5.63369	-8.07595	-2.93699	-2.17626	-0.0668348	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485	0.020137
5.75171	-7.97041	-2.80386	-2.28029	-0.420016	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872	2.19931
5.85093	-7.85619	-2.79577	-2.30142	-0.416833	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871	0.00426534
5.98763	-7.75158	-2.83115	-2.40301	-0.68093	5.9537	-7.7033	6	-7.75	2.72961	1.81974	0.954047
6.11671	-7.6484	-2.86637	-2.44698	-0.690195	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974	0.0570747
6.19963	-7.55194	-2.78241	-2.41342	-0.460282	6.27	-7.55894	6.25	-7.55	1.9992	1.9992	0.763192
6.31715	-7.4515	-2.83611	-2.43747	-0.457407	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918	0.0408042
6.42481	-7.34307	-2.81561	-2.42439	-0.326398	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911	0.262716
6.54231	-7.24583	-2.8096	-2.44442	-0.329688	6.54947	-7.257	6.55	-7.25	1.81909	1.81909	0.00960632
6.64859	-7.15765	-2.79768	-2.45098	-0.287789	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996	0.1406
6.75996	-7.05883	-2.83005	-2.46049	-0.279234	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996	0.0455854
6.88648	-6.98493	-2.88218	-2.53595	-0.498141	6.81357	-6.96259	6.85	-7	1.99752	0.998765	0.831578
6.98541	-6.92056	-2.79423	-2.56412	-0.508466	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765	0.106259
7.10399	-6.83552	-2.76083	-2.58016	-0.475027	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023	0.200331
7.23911	-6.75289	-2.78463	-2.60603	-0.472365	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023	0.0172061
7.32113	-6.66433	-2.58567	-2.5435	-0.175465	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006	1.72738
7.43307	-6.57766	-2.62856	-2.54329	-0.157694	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058	0.0541264
7.55514	-6.51496	-2.69301	-2.59379	-0.302048	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204	0.402739
7.66521	-6.44653	-2.6787	-2.60911	-0.303672	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195	0.00967686
7.83038	-6.40103	-2.99934	-2.74851	-0.734942	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844	3.9678
7.96622	-6.34494	-2.99312	-2.78463	-0.734658	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829	0.00587943
8.01223	-6.27106	-2.16252	-2.65876	-0.134665	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603	10.6821
8.13461	-6.18597	-2.25634	-2.64202	-0.0848357	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603	0.168903
8.21661	-6.09771	-2.07259	-2.56399	0.17536	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921	1.83451
8.32986	-6.00115	-2.18171	-2.52602	0.23014	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921	0.205695
8.47644	-5.97883	-2.52621	-2.72039	-0.429471	8.45627	-5.87026	8.5	-5.9	2.729	0.909673	7.61056
8.62451	-5.88675	-2.65059	-2.71476	-0.376266	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661	0.230938
8.75216	-5.81382	-2.64246	-2.71542	-0.330159	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848	0.280384
8.91236	-5.71036	-2.78912	-2.69521	-0.255206	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848	0.328871
8.99467	-5.60833	-2.48207	-2.5779	0.146168	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994	3.14306
9.1206	-5.50172	-2.60829	-2.53582	0.21229	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994	0.26358
9.23841	-5.41941	-2.61988	-2.52845	0.198298	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888	0.00728923
9.35168	-5.33629	-2.61219	-2.5185	0.196357	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875	0.00182422
9.40881	-5.20142	-2.26225	-2.32589	0.768322	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317	5.67306
9.5089	-5.08628	-2.35282	-2.27001	0.793374	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314	0.161221
9.60613	-5.01119	-2.38522	-2.31947	0.497509	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147	1.28647
9.71406	-4.87769	-2.52294	-2.27476	0.522618	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146	0.232921
9.83232	-4.78791	-2.61285	-2.32442	0.286907	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196	1.17468
9.93718	-4.6704	-2.6624	-2.30489	0.293345	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196	0.034591
10.0391	-4.57114	-2.74022	-2.32589	0.170744	9.99977	-4.51909	10.05	-4.55	1.99827	1.99828	0.304371
10.1401	-4.45418	-2.80058	-2.31007	0.184827	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826	0.0454818
10.2169	-4.32505	-2.71312	-2.23607	0.386616	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538	0.73228
10.3152	-4.18746	-2.77974	-2.20589	0.404475	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536	0.0537326
10.4308	-4.08492	-2.85857	-2.27896	0.083781	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195	1.51406
10.5384	-3.95285	-2.90531	-2.27	0.0925084	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951	0.0295485
10.646	-3.83372	-2.9335	-2.28161	0.0368687	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818	0.0503057
10.7456	-3.72621	-2.88611	-2.28794	0.02119	10.746	-3.7455	10.75	-3.75	1.81816	1.81817	0.029568
10.8438	-3.60689	-2.83856	-2.27001	0.0874222	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243	0.198468
10.9458	-3.47032	-2.88779	-2.25563	0.106033	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243	0.0323537
10.9855	-3.32097	-2.58712	-2.08812	0.666689	11.1095	-3.32648	11	-3.3	0.908632	2.72588	5.21875
11.0524	-3.18044	-2.63148	-2.04146	0.68482	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588	0.0354555
11.1014	-3.03284	-2.64995	-1.9659	0.795009	10.9851	-2.95299	11.1	-3	0.909905	2.72971	0.368255
11.1556	-2.87964	-2.70709	-1.9141	0.807442	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968	0.0400023
11.1489	-2.69151	-2.75703	-1.70542	1.33183	11.0233	-2.67356	11.15	-2.7	0	2.72847	3.57976
11.1566	-2.55012	-2.72263	-1.63102	1.3349	11.1324	-2.55807	11.15	-2.55	0	2.72844	0.0387139
11.1671	-2.40732	-2.69779	-1.57171	1.29519	11.2541	-2.42353	11.15	-2.4	0	2.72732	0.110052
11.1611	-2.26251	-2.68765	-1.4997	1.29747	11.1569	-2.2658	11.15	-2.25	0	2.72732	0.00192132
11.2734	-2.21482	-1.89821	-1.77679	0.107101	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856	23.6445
11.3155	-2.03888	-2.15064	-1.79306	0.0463189	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856	0.772316
11.2366	-1.99828	-1.68434	-1.50373	0.960853	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747	13.4151
11.24	-1.79386	-2.05911	-1.45645	0.958399	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745	1.79546
11.242	-1.67731	-2.00952	-1.44838	0.822039	11.3341	-1.51762	11.25	-1.5	0	2.72321	0.606544
11.2404	-1.47323	-2.31685	-1.42929	0.765124	11.2625	-1.34833	11.25	-1.35	0	2.72321	1.25598
11.1824	-1.31973	-2.55644	-1.26504	1.15457	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856	2.61528
11.1439	-1.12846	-2.74833	-1.22441	1.10697	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856	0.44308
11.0229	-0.956049	-3.16431	-1.01469	1.57546	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916	3.82168
10.9318	-0.776212	-3.27404	-0.949421	1.53187	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913	0.161311
10.8872	-0.65375	-2.76805	-0.976009	1.1522	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952	3.76546
10.8094	-0.488845	-2.87702	-0.946164	1.08645	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949	0.239548
10.6389	-0.374165	-3.48728	-0.724979	1.65186	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692	8.4247
10.5145	-0.25544	-3.49877	-0.65304	1.63491	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691	0.0859086
10.4355	-0.178775	-2.70605	-0.638348	1.32838	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579	6.32557
10.3212	-0.116006	-2.64918	-0.547789	1.36706	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579	0.105736
10.1802	-0.043669	-2.83457	-0.455747	1.4274	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655	0.423208
10.0429	-0.00830548	-2.78343	-0.348566	1.48627	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655	0.108923
9.90108	0.03325	-2.75023	-0.262077	1.49336	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268	0.0166271
9.75656	0.062271	-2.74389	-0.174217	1.50472	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826	0.00334742
9.65954	0.0603921	-2.16588	-0.0764345	1.51783	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784	2.71384
9.54742	0.100676	-2.17567	-0.0405413	1.42833	9.56967	0.149506	9.55	0.15	-1.81757	0.908775	0.209825
9.40787	0.119103	-2.49126	0.0100345	1.37556	9.56225	0.148577	9.4	0.15	-2.72659	0	1.15438
9.27022	0.128431	-2.50016	0.0638056	1.33382	9.25348	0.150166	9.25	0.15	-2.72658	0	0.0512903
9.12276	0.133392	-2.62386	0.106838	1.27319	9.0821	0.207802	9.1	0.2	-2.72925	0.909752	0.243851
8.97505	0.170034	-2.62413	0.0944274	1.12064	8.93575	0.243169	8.95	0.25	-2.72926	0.909752	0.506096
8.82469	0.174728	-2.77964	0.117835	1.04545	8.94634	0.26481	8.8	0.25	-2.72783	0	0.566662
8.67143	0.198926	-2.77071	0.108898	0.924289	8.64483	0.254352	8.65	0.25	-2.7278	0	0.289564
8.51811	0.19299	-2.79572	0.138234	0.883661	8.46866	0.251128	8.5	0.25	-2.72395	0	0.102523
8.3675	0.206063	-2.78113	0.134385	0.788572	8.35775	0.250149	8.35	0.25	-2.72395	0	0.166295
8.21803	0.185853	-2.8238	0.171338	0.774819	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929	0.0676647
8.06202	0.15522	-2.83867	0.21388	0.774294	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929	0.0557016
7.83893	0.156148	-3.68484	0.153816	0.519243	7.74678	0.154598	7.85	0.15	-3.9992	0	7.30927
7.65658	0.133507	-3.68672	0.16858	0.498187	7.63715	0.143302	7.65	0.15	-3.99916	0	0.0282671
7.5753	0.0930671	-2.68556	0.250372	0.680231	7.61982	0.157052	7.55	0.15	-1.99868	0	10.6048
7.44663	0.10232	-2.65255	0.228122	0.57341	7.43926	0.160393	7.45	0.15	-1.99866	0	0.268979
7.29316	0.0769776	-2.81966	0.237331	0.517408	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734	0.360572
7.14957	0.0415858	-2.80887	0.262024	0.510202	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734	0.0195214
7.04716	-0.0225914	-2.37718	0.350534	0.667422	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889	1.90994
6.93156	-0.100297	-2.40148	0.42792	0.744122	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889	0.167033
6.83504	-0.185492	-2.24865	0.52927	0.885329	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792	0.497237
6.73727	-0.28819	-2.29724	0.629186	0.979394	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792	0.294911
6.63445	-0.376774	-2.40806	0.68027	0.948315	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188	0.440968
6.54035	-0.497109	-2.47571	0.776534	1.0264	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878	0.258585
6.45705	-0.635672	-2.54533	0.890603	1.13488	6.60439	-0.765755	6.45	-0.749999	-1.81971	-3.63941	0.761172
6.36936	-0.820855	-2.75994	1.02713	1.25843	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937	1.05939
6.37361	-1.07962	-2.86372	1.42835	2.14733	6.35624	-1.10001	6.35	-1.1	0	-2.99522	7.11476
6.36194	-1.23143	-2.89816	1.54177	2.15374	6.36321	-1.25111	6.35	-1.25	0	-2.99519	0.0258131
6.34109	-1.34832	-2.66982	1.56733	1.88272	6.30992	-1.40686	6.35	-1.4	0	-2.72817	0.963245
6.34709	-1.51197	-2.72967	1.67025	1.86606	6.35537	-1.55723	6.35	-1.55	0	-2.72817	0.129427
6.35012	-1.63977	-2.5064	1.70828	1.6319	6.50996	-1.74616	6.35	-1.7	0	-2.72628	1.60139
6.36693	-1.79489	-2.57683	1.7856	1.5959	6.35448	-1.83673	6.35	-1.85	0	-2.72628	0.125798
6.36007	-1.90819	-2.17995	1.77535	1.24807	6.38849	-2.02257	6.35	-2	0	-2.73154	3.26291
6.37247	-2.06358	-2.30697	1.81066	1.1687	6.35078	-2.13767	6.35	-2.15	0	-2.73152	0.40886
6.36782	-2.18152	-2.13546	1.79359	0.935672	6.28921	-2.27735	6.35	-2.3	0	-2.99503	1.47541
6.37056	-2.33863	-2.29823	1.78707	0.820437	6.33355	-2.43768	6.35	-2.45	0	-2.99503	0.769838
6.41815	-2.50621	-2.70447	1.88282	1.02381	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73	2.34923
6.45498	-2.6837	-2.81776	1.90418	0.950439	6.45623	-2.7536	6.45	-2.75	0.91	-2.73	0.335431
6.49657	-2.84328	-2.86086	1.93581	0.910557	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277	0.176854
6.54927	-3.00018	-2.89333	1.97348	0.885333	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274	0.0279191
6.57365	-3.14724	-2.56806	1.94015	0.635864	6.70928	-3.32749	6.55	-3.25	0	-3.63617	2.53387
6.58906	-3.3487	-2.74356	1.89165	0.471816	6.54763	-3.45513	6.55	-3.45	0	-3.63613	0.982858
6.63421	-3.51523	-2.9154	1.91473	0.500132	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901	0.492706
6.66981	-3.69475	-2.99144	1.90475	0.427941	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898	0.180244
6.72231	-3.84711	-2.98146	1.92693	0.423503	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795	0.0028709
6.80411	-3.96794	-2.90655	1.99415	0.506624	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793	0.243276
6.89512	-4.13327	-3.11811	2.04589	0.580174	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994	1.3286
6.9629	-4.30193	-3.15918	2.05532	0.535468	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399	0.0601514
6.99527	-4.42101	-2.58121	2.01864	0.310309	7.00947	-4.44692	7	-4.45	0.907889	-1.81577	3.50435
7.05505	-4.54879	-2.5838	2.0346	0.307983	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576	0.00036232
7.12998	-4.69417	-2.79314	2.0619	0.354027	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935	0.439952
7.18305	-4.83569	-2.79969	2.05834	0.31152	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933	0.153399
7.29062	-4.9996	-3.27278	2.12333	0.470588	7.2829	-5.01975	7.25	-5	1.81861	-2.72792	2.21905
7.37303	-5.15413	-3.27414	2.13589	0.446012	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789	0.0557704
7.42316	-5.27631	-2.9445	2.11444	0.319937	7.32687	-5.26205	7.4	-5.3	0.999994	-3	1.30535
7.48118	-5.4228	-2.97995	2.09738	0.256057	7.46174	-5.44979	7.45	-5.45	0.999999	-3	0.0903217
7.54717	-5.55095	-2.82641	2.09735	0.211381	7.47116	-5.48352	7.55	-5.55	1.81749	-1.81749	0.354332
7.63756	-5.66842	-2.80482	2.13405	0.258704	7.65989	-5.6552	7.65	-5.65	1.81747	-1.81747	0.052906
7.70779	-5.78856	-2.61495	2.13457	0.212075	7.78563	-5.85993	7.7	-5.8	0.909598	-2.72881	0.489598
7.76755	-5.9299	-2.64677	2.11422	0.151637	7.75276	-5.95823	7.75	-5.95	0.909594	-2.72878	0.0825592
7.84248	-6.05235	-2.68199	2.12652	0.164043	7.79663	-6.00945	7.85	-6.05	1.81964	-1.81964	0.0622038
7.93008	-6.16411	-2.6684	2.15681	0.203472	7.95034	-6.15505	7.95	-6.15	1.81962	-1.81962	0.0373485
8.04826	-6.31444	-3.31605	2.20833	0.337569	8.04642	-6.30578	8.05	-6.3	1.99731	-2.99599	4.119
8.14609	-6.44519	-3.31665	2.226	0.338935	8.14855	-6.44643	8.15	-6.45	1.99732	-2.99598	0.000419528
8.19958	-6.54175	-2.50712	2.20037	0.192463	8.26534	-6.60186	8.2	-6.55	0.909111	-1.81822	6.47427
8.27127	-6.65467	-2.50579	2.20111	0.174607	8.25279	-6.64996	8.25	-6.65	0.909111	-1.81822	0.0216435
8.34885	-6.77435	-2.62345	2.20405	0.171034	8.2109	-6.73286	8.3	-6.8	0.90845	-2.72534	0.368058
8.40102	-6.92005	-2.64836	2.15595	0.0658168	8.35448	-6.94719	8.35	-6.95	0.908442	-2.72531	0.231478
8.51925	-7.07318	-3.11968	2.19215	0.165408	8.61718	-7.22425	8.45	-7.1	1.81925	-2.72886	2.28704
8.58935	-7.23412	-3.13856	2.1544	0.079626	8.54666	-7.24803	8.55	-7.25	1.81924	-2.72886	0.156198
8.66778	-7.36681	-2.95476	2.14249	0.0310129	8.69659	-7.3744	8.65	-7.35	1.82079	-1.8208	0.327736
8.76165	-7.47754	-2.91603	2.172	0.0827039	8.74711	-7.43338	8.75	-7.45	1.8208	-1.8208	0.136777
8.8409	-7.59957	-3.00871	2.17634	0.0923183	8.68846	-7.50096	8.8	-7.6	0.997629	-2.99288	0.482664
8.8964	-7.74411	-3.0259	2.13645	0.0104989	8.84984	-7.75349	8.85	-7.75	0.997629	-2.99288	0.167637
8.93721	-7.86382	-2.61401	2.08695	-0.12322	8.77486	-7.80083	8.9	-7.9	0.909127	-2.72742	2.07063
8.9738	-8.02539	-2.66259	2.01979	-0.234176	8.94604	-8.07116	8.95	-8.05	0.909127	-2.7274	0.243501
9.00393	-8.14488	-2.40032	1.96493	-0.345622	8.92041	-8.11276	9	-8.15	0.909524	-1.81903	0.806804
9.0454	-8.25986	-2.38454	1.94451	-0.347871	9.01893	-8.23506	9.05	-8.25	0.909516	-1.81902	0.0711236
9.10701	-8.39326	-2.62111	1.95461	-0.261365	9.04724	-8.3711	9.1	-8.4	0.909922	-2.72975	0.640057
9.15779	-8.527	-2.62556	1.93963	-0.262536	9.1628	-8.53304	9.15	-8.55	0.909913	-2.72976	0.00336263
9.24516	-8.68248	-3.12082	1.99735	-0.0549586	9.09379	-8.55764	9.25	-8.7	1.8169	-2.72535	3.16968
9.32249	-8.83682	-3.12599	2.0047	-0.0367568	9.3508	-8.85468	9.35	-8.85	1.81688	-2.72532	0.0623797
9.37885	-8.97779	-2.93747	1.98498	-0.0933831	9.40597	-8.96981	9.4	-9	0.910219	-2.73069	0.347282
9.4384	-9.13475	-2.96158	1.97045	-0.111068	9.45338	-9.162	9.45	-9.15	0.910228	-2.73069	0.0553745
9.49191	-9.27508	-2.95921	1.95832	-0.125926	9.51544	-9.36256	9.5	-9.3	0.997908	-2.99371	0.0862936
9.5468	-9.42024	-2.98073	1.9477	-0.134722	9.56994	-9.45148	9.55	-9.45	0.997908	-2.99372	0.0825367
9.56205	-9.54425	-2.46819	1.87336	-0.338195	9.62712	-9.59131	9.6	-9.55	0.909971	-1.81993	3.12263
9.61504	-9.6639	-2.45518	1.87698	-0.298651	9.64603	-9.66938	9.65	-9.65	0.909954	-1.81992	0.0645698
9.6459	-9.78688	-2.38009	1.84955	-0.329874	9.63311	-9.79216	9.65	-9.8	0	-2.73054	0.0642559
9.66123	-9.93074	-2.42069	1.80075	-0.385035	9.64842	-9.95866	9.65	-9.95	0	-2.73053	0.0760539
9.72447	-10.0708	-2.88356	1.8645	-0.144479	9.61381	-9.98703	9.7	-10.1	0.998187	-2.99456	3.0581
9.7532	-10.2218	-2.91674	1.83751	-0.180412	9.7516	-10.2483	9.75	-10.25	0.998187	-2.99455	0.0494159
9.79484	-10.3757	-2.95178	1.83338	-0.162686	9.7698	-10.3568	9.8	-10.4	0.909806	-2.7294	0.0281106
9.84249	-10.5279	-2.94732	1.8359	-0.142601	9.8633	-10.5382	9.85	-10.55	0.909797	-2.72938	0.0316116
9.85	-10.6613	-2.58905	1.77155	-0.308218	9.8617	-10.6917	9.85	-10.7	0	-2.72718	1.50033
9.8555	-10.8213	-2.64156	1.72232	-0.366025	9.84674	-10.8547	9.85	-10.85	0	-2.72715	0.0935171
9.85768	-10.9547	-2.53444	1.67602	-0.43464	9.75887	-10.887	9.85	-11	0	-2.72395	0.311295
9.85842	-11.1087	-2.5784	1.63347	-0.467843	9.86442	-11.1448	9.85	-11.15	0	-2.72395	0.0847525
9.87303	-11.2569	-2.67507	1.62744	-0.409519	9.87245	-11.316	9.85	-11.3	0	-2.73074	0.148909
9.86047	-11.4194	-2.72654	1.57945	-0.454219	9.85036	-11.4464	9.85	-11.45	0	-2.73075	0.0661031
9.86552	-11.5749	-2.77161	1.56546	-0.425295	9.93142	-11.6783	9.85	-11.6	0	-2.72396	0.193972
9.84837	-11.732	-2.79622	1.52679	-0.45159	9.83174	-11.7336	9.85	-11.75	0	-2.72396	0.0216147
9.82678	-11.8645	-2.71779	1.47687	-0.529479	9.80843	-11.8702	9.8	-11.9	-1.0005	-3.00149	0.138429
9.78157	-12.0215	-2.80119	1.4132	-0.594301	9.75331	-12.0506	9.75	-12.05	-1.0005	-3.0015	0.140093
9.64232	-12.1374	-2.24037	1.11638	-1.35667	9.64519	-12.1714	9.65	-12.15	-1.81799	-1.81797	10.4318
9.57389	-12.2443	-2.25407	1.03247	-1.37203	9.55524	-12.2329	9.55	-12.25	-1.81797	-1.81797	0.0278173
9.56783	-12.3496	-2.29619	1.1172	-0.921841	9.47014	-12.4324	9.45	-12.4	-1.82042	-2.73064	2.41026
9.43672	-12.5095	-2.54538	1.00296	-1.01087	9.34172	-12.5587	9.35	-12.55	-1.82041	-2.73063	0.920589
9.32518	-12.603	-2.49373	0.849812	-1.30123	9.21558	-12.6577	9.25	-12.65	-1.99893	-1.99891	1.13507
9.20505	-12.7176	-2.62806	0.761542	-1.33263	9.16462	-12.7506	9.15	-12.75	-1.99891	-1.9989	0.219841
9.11935	-12.8164	-2.59045	0.743346	-1.16838	9.08802	-12.8351	9.05	-12.85	-1.81839	-1.81839	0.320447
8.98829	-12.9242	-2.68202	0.670449	-1.17494	8.95936	-12.9426	8.95	-12.95	-1.81838	-1.81838	0.0950032
8.7996	-12.9837	-2.80694	0.413362	-1.79338	8.8569	-13.1416	8.8	-13	-2.72942	-0.909806	5.39356
8.65447	-13.0398	-2.8145	0.315119	-1.79239	8.65422	-13.0444	8.65	-13.05	-2.72941	-0.909806	0.00131906
8.59975	-13.0895	-2.37337	0.359746	-1.34269	8.49168	-13.0983	8.5	-13.15	-2.99987	-1.99991	3.34106
8.42516	-13.1723	-2.61321	0.308702	-1.28127	8.3436	-13.2381	8.35	-13.25	-2.99984	-1.9999	0.845604
8.25019	-13.1632	-2.89143	0.088336	-1.80922	8.19421	-13.0768	8.25	-13.2	-1.99797	0.998985	5.27411
8.12706	-13.1593	-2.81656	-0.00923931	-1.82973	8.15674	-13.1486	8.15	-13.15	-1.99797	0.998985	0.0768186
8.05283	-13.1769	-2.17417	-0.00726366	-1.44795	7.9999	-13.1879	8	-13.2	-2.73	-0.910004	4.76196
7.89539	-13.2017	-2.3047	-0.0555711	-1.3772	7.85314	-13.2533	7.85	-13.25	-2.73	-0.910004	0.336362
7.73238	-13.1745	-2.61298	-0.176822	-1.53938	7.57824	-13.1345	7.65	-13.25	-3.62957	0	1.38721
7.52898	-13.1859	-2.80498	-0.202497	-1.41346	7.45422	-13.2433	7.45	-13.25	-3.62953	0	0.709615
7.39917	-13.1896	-2.49074	-0.20048	-1.16177	7.33241	-13.2718	7.3	-13.25	-2.7301	0	1.66553
7.20446	-13.197	-2.66901	-0.201926	-1.03744	7.13166	-13.2372	7.15	-13.25	-2.73007	0	0.574475
7.0627	-13.1829	-2.55331	-0.218793	-0.914584	6.97467	-13.1643	7	-13.25	-2.72703	0	0.397068
6.88419	-13.1841	-2.67696	-0.217296	-0.820601	6.84852	-13.2404	6.85	-13.25	-2.727	0	0.346471
6.73486	-13.1385	-2.82526	-0.297302	-0.938812	6.7113	-13.2598	6.7	-13.2	-2.72742	0.909144	0.525937
6.56652	-13.1128	-2.88643	-0.318856	-0.887123	6.55626	-13.1584	6.55	-13.15	-2.72742	0.909144	0.148748
6.4099	-13.0456	-2.9826	-0.390448	-0.952346	6.32545	-12.9303	6.4	-13.1	-2.72703	0.908994	0.358958
6.24825	-12.9996	-3.01283	-0.42086	-0.915582	6.25112	-13.0473	6.25	-13.05	-2.727	0.908995	0.135862
6.10826	-12.957	-2.80061	-0.426823	-0.776592	6.09711	-13.0021	6.1	-13	-2.73	0.910004	0.660724
5.95522	-12.9118	-2.83319	-0.444628	-0.733885	5.95513	-12.9613	5.95	-12.95	-2.72998	0.909996	0.149036
